Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
2962,2962,No Damage,991.0,Kekin ,Street,South Lake Tahoe,AEU,8/14/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,Combustible,572220.0,1966.0,38.8364748892667,-120.022063625962
7999,7999,No Damage,7125.0,Solitude ,Court,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,38.4068057354255,-122.012377203766
6922,6922,No Damage,990.0,Garrido,Drive,Camarillo,VNC,11/6/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,433326.0,1970.0,34.2510497,-119.0630987
679,679,Destroyed (>50%),1610.0,Sylvan,Way,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,192474.0,2005.0,39.7616469913777,-121.584536699281
2424,2424,No Damage,23222.0,N Cardinal ,Road,Llano,LAC,9/8/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,47098.0,1974.0,34.3594941,-117.6529938
3001,3001,Destroyed (>50%),2720.0,Bennett Ridge,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,482243.0,1975.0,38.3990944184602,-122.5966048097
7052,7052,Destroyed (>50%),5462.0,Edgewood,Lane,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,16233.0,1979.0,39.7456785573284,-121.583703916995
3256,3256,Destroyed (>50%),2712.0,Olive,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,39476.0,1926.0,34.1920845,-118.1558956
1783,1783,Destroyed (>50%),3598.0,Stallion,Drive,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,623355.0,1966.0,38.5085039500136,-122.709478085624
1888,1888,Destroyed (>50%),17765.0,Ponderosa ,Way,Paynes Creek,TGU,7/24/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,29622.0,2003.0,40.3098415,-121.8125493
587,587,Destroyed (>50%),7221.0,Caliente Bodfish,Road,Havilah,KRN,7/24/2024 12:00:00 AM,Mobile Home Triple Wide,Single Residence,Asphalt,No Eaves,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,172795.0,1994.0,35.5121455,-118.5180422
9876,9876,No Damage,0.0,Unknown,Unknown,Unknown,CZU,8/16/2020 12:00:00 AM,Multi Family Residence Single Story,Multiple Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,195868.0,1970.0,37.1544851132958,-122.160646141958
686,686,Destroyed (>50%),746.0,Roe ,Road,Paradise Central Southwest B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,97910.0,1945.0,39.7403439879581,-121.622734977675
7579,7579,Destroyed (>50%),7101.0,W Pinehaven ,Drive,Somerset,AEU,8/14/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,149076.0,1966.0,38.6444556420724,-120.525242677545
4544,4544,Destroyed (>50%),2774.0,Glen ,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,118160.0,1941.0,34.1927734,-118.1528494
4124,4124,Destroyed (>50%),7000.0,Foothill Ranch,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,512000.0,1966.0,38.5181214972521,-122.677906101464
9346,9346,Destroyed (>50%),3733.0,128,Hwy,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,447072.0,1966.0,38.6002463273708,-122.631211235516
1195,1195,Destroyed (>50%),0.0,Parkview,Drive,Unknown,LNU,10/8/2017 12:00:00 AM,Mobile Home Double Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,74900.0,1966.0,38.9777929547551,-122.681267348424
2654,2654,Destroyed (>50%),920.0,Pearson,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,76848.0,1957.0,39.7518827034746,-121.597361674402
6904,6904,No Damage,6757.0,Bear Canyon ,Road,Mt Baldy,BDU,9/8/2024 12:00:00 AM,Church,Nonresidential Commercial,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,161675.0,1961.0,34.2377295,-117.6585451
8415,8415,No Damage,2297.0,Kinclair,Drive,Pasadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1490621.0,2007.0,34.181724,-118.0916297
9555,9555,Destroyed (>50%),0.0,Minarets ,Road,Unknown,MMU,9/4/2020 12:00:00 AM,Mixed Commercial/Residential,Mixed Commercial/Residential,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,37.4085054707842,-119.351007169742
4644,4644,Destroyed (>50%),13790.0,West Park,Drive,Magalia,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Non Combustible,Combustible,89420.0,1976.0,39.809168895152,-121.598940669228
7659,7659,Destroyed (>50%),1711.0,Homewood,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,377661.0,1921.0,34.1894305,-118.115556
3944,3944,Destroyed (>50%),78.0,Cedar,Lane,Unknown,BTU,9/9/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,150000.0,1977.0,39.6381606346176,-121.386156368553
6870,6870,Destroyed (>50%),9877.0,Houston ,Road,Unincorporated,VNC,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,34.0805908114683,-118.968500980605
6342,6342,Destroyed (>50%),44442.0,Auberry ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,91815.0,1966.0,37.0591965982899,-119.391647999733
1459,1459,No Damage,7650.0,Bradley,Road,Somis,VNC,11/6/2024 12:00:00 AM,Motor Home,Single Residence,Metal,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,283642.0,1966.0,34.3083566,-118.9793871
2532,2532,Destroyed (>50%),5710.0,Woodglen ,Drive,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,34992.0,1949.0,39.7543352557215,-121.583866552485
1353,1353,No Damage,930.0,Jacon,Way,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,189653.0,1956.0,34.0534225,-118.5474932
4479,4479,Destroyed (>50%),6165.0,North Libby,Road,Paradise Central Southeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,115974.0,1946.0,39.7694367032348,-121.594085738648
6105,6105,Destroyed (>50%),18981.0,Zola,Drive,Lakehead,SHU,6/30/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,104678.0,1966.0,40.8730887633593,-122.355245259737
4185,4185,No Damage,17610.0,S Mountain ,Road,Santa Paula,VNC,11/6/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,219505.0,1966.0,34.3407366,-119.0517441
2363,2363,No Damage,31840.0,Ortega Hwy,Unknown,Lake Elsinore,RRU,9/9/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,Combustible,324286.0,1995.0,33.6509371,-117.3930424
2927,2927,Destroyed (>50%),30516.0,Mulholland Hwy,Unknown,Los Angeles County,LAC,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,595003.0,1966.0,34.1059511767157,-118.792195972738
8736,8736,No Damage,933.0,Dolores ,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,64629.0,1938.0,34.1949824,-118.1306467
4214,4214,No Damage,860.0,La Vina,Lane,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1041579.0,1997.0,34.2083671,-118.1609393
5413,5413,No Damage,3200.0,Soda Canyon,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,No Vents,Combustible,Multi Pane, , , ,No Fence,55085.0,1972.0,38.4341549490162,-122.29669196459
3605,3605,No Damage,41975.0,Auberry ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,37.082081876788,-119.422382940897
1196,1196,Destroyed (>50%),28.0,Bay Ranch ,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,60712.0,2010.0,39.6316584754451,-121.398354263911
1385,1385,Destroyed (>50%),0.0,Lookout ,Road,Kettenpom ,HUU,8/17/2020 12:00:00 AM,Infrastructure,Infrastructure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,159866.0,1966.0,40.1455920834677,-123.469707759663
5169,5169,Destroyed (>50%),0.0,INDIAN CREEK RD,Unknown,Unknown,SKU,9/8/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1970.0,41.8742848262498,-123.413765767334
6396,6396,No Damage,21586.0,Highway 94,Other,Dulzura,MVU,8/31/2022 12:00:00 AM,Motor Home,Single Residence,Metal,No Eaves,No Vents,Metal,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,40048.0,1966.0,32.60008519,-116.68510133
674,674,Destroyed (>50%),2648.0,Olive,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,140191.0,1947.0,34.1909519,-118.156361
471,471,No Damage,3219.0,Rio Lindo ,Avenue,Unincorporated,LNU,10/23/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2805350.0,1966.0,38.6274516788644,-122.834961193752
3551,3551,Destroyed (>50%),3558.0,Parker Hill,Court,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,393000.0,1966.0,38.4783797461345,-122.704196373537
1878,1878,No Damage,2002.0,Mentone,Avenue,Pasadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,176868.0,1946.0,34.180262,-118.1568923
9013,9013,No Damage,1290.0,Adobe Canyon ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,399721.0,1972.0,38.4384836016618,-122.544423013335
1727,1727,Destroyed (>50%),740.0,Haverford,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,593589.0,1954.0,34.044013,-118.5290061
17,17,No Damage,4928.0,Humbug Creek,Road,Yreka,SKU,7/29/2022 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,108709.0,1986.0,41.78887351,-122.69879433
6291,6291,Destroyed (>50%),20269.0,Inland,Lane,Malibu,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,305247.0,1969.0,34.0387132,-118.613975
6540,6540,No Damage,43119.0,Auberry ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,193180.0,1993.0,37.069936237974,-119.407598934177
4032,4032,Destroyed (>50%),14070.0,Drexel   ,Drive,Magalia,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,125000.0,1978.0,39.8197688547344,-121.594369089747
4515,4515,Destroyed (>50%),890.0,Caribou ,Road,Belden,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,40.0228098665972,-121.216636333333
3881,3881,Destroyed (>50%),39588.0,Woodland ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,237212.0,1980.0,37.085987565658,-119.336644593264
3311,3311,No Damage,20611.0,Highway 50,Other,South Lake Tahoe,AEU,8/14/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,Unscreened,Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,192000.0,1966.0,38.8255844089526,-120.048202756489
6985,6985,Destroyed (>50%),15210.0,Mc Kendree,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,169735.0,1951.0,34.0525711,-118.5252231
1594,1594,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence, , , , , , , , ,No Fence,159866.0,1966.0,39.6798475757927,-121.571448620188
9504,9504,No Damage,113.0,Figueroa,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,138063.0,1975.0,34.1865286,-118.1527683
7525,7525,No Damage,1946.0,Pasadena Glen,Road,Pasadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,375132.0,2001.0,34.1794102,-118.0786092
8447,8447,No Damage,280.0,Country Estates ,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,192985.0,1970.0,37.0518486247133,-122.15861672556
6659,6659,Destroyed (>50%),3101.0,Hermar ,Court,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,107543.0,1946.0,34.1983697,-118.1510219
6720,6720,Destroyed (>50%),13043.0,Jolette ,Avenue,Los Angeles,LAC,10/10/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,256663.0,1985.0,34.3065693138148,-118.517028393533
9301,9301,No Damage,622.0,Colman ,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159517.0,1948.0,34.1840785,-118.1376086
1364,1364,No Damage,320.0,Stone Ridge,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1213966.0,1994.0,38.5698965000441,-122.461932483289
7531,7531,Destroyed (>50%),5295.0,S. Libby,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,15840.0,1974.0,39.7411440903452,-121.593346235625
2523,2523,Destroyed (>50%),5496.0,Dudley,Lane,Paradise Central Southwest B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,88310.0,1950.0,39.7466023996974,-121.613236266421
3187,3187,Destroyed (>50%),3310.0,Hagen,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,550551.0,1940.0,38.3240852290424,-122.247355686092
8054,8054,Destroyed (>50%),14700.0,Bestor,Boulevard,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,182021.0,1940.0,34.0511473,-118.5203231
7090,7090,No Damage,14969.0,La Cumbre,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,120158.0,1951.0,34.0339134,-118.5228971
4902,4902,No Damage,6101.0,Cleland Ranch,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,Combustible,193937.0,1934.0,38.4970882919824,-122.633159042665
